id_left	string_left
565760	Microsoft will pay Time Warner AOL $750 million to settle an outstanding antitrust suit brought by Time Warner's Netscape division.
2894616	Kollar-Kotelly has scheduled another antitrust settlement compliance hearing for January.
1312753	The House voted 425 to 2 to clear the bill, the first of 13 that Congress must pass each year to fund the federal government.
835299	Monkeypox is usually found only in central and western Africa.
844505	UN armored personnel carriers trained machine guns on Bunia's main street but did not open fire.
1981956	National Breast Cancer Centre chief executive Professor Christine Ewan said it was too early to quantify the risk to women.
2745060	For the fourth quarter, Intel expects revenue between $8.1 billion and $8.7 billion.
2886878	In version 4.1, a new web-based Distributed Authoring and Versioning interface speeds up the flow of information between workstations and the server.
3087072	The highest-paid Washington private-college president is Susan Resneck Pierce, who heads the University of Puget Sound.
2083179	At midnight, Erika was about 90 miles east of Brownsville and moving toward the west at about 20 mph, with sustained winds near 70 mph.
329375	Not counting energy prices, wholesale prices were down 0.9 percent.
968066	The 30-year bond US30YT=RR firmed 31/32, taking its yield to 4.16 percent -- another record low -- from 4.22 percent.
3084952	Antonio Monteiro de Castro, 58, currently director of the group’s Latin America & Caribbean operations, will become chief operating officer from the same date.
2349594	"""""""The government began on September 1 to add the word """"""""Taiwan"""""""" in English to the cover of new passport, a decision slammed by Beijing."""""""
1626533	A floating airfield with a flight deck covering 4.5 acres, the ship took about five years to build.
1463117	Pollack said yesterday the plaintiffs failed to show that Merrill and Blodget directly caused their losses.
1315492	The exam is a requirement for graduation, but Mills reversed course after an estimated 60 percent of students statewide failed it.
1777874	Ms O'Hare will take time off from studying history at New York University to be in Australia during October for national breast cancer awareness week.
1666058	Hurricane Claudette moved toward the Texas coast on Tuesday and was expected to strengthen before making landfall later in the day, forecasters said.
2942079	This led to the recovery of the 270-kilogram Cancuen altar, announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society.
2911079	A Royal Duty is based on his experiences with Diana, Princess of Wales and letters allegedly to and from her.
2252321	"""""""""""""""They were tossed around like feathers,"""""""" Gordon said."""""""
3085068	BAT BATS.L also said Managing Director Paul Adams would step up to chief executive from January 1, 2004, to ease the transition.
171555	On May 1, he crawled through a narrow, winding canyon, rappelled down a 60-foot cliff and walked some six miles down the canyon.
1661193	"""""""""""""""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"""""""" Mr Howard said."""""""
246573	Stout previously worked for General Electric subsidiary GE Capital Service Inc., where he was vice president and chief technology and information officer.
870762	Only one test, the effect on financial services, was deemed to be passed.
257707	Knight agreed to a two-year, $2.38 million contract that included a $300,000 signing bonus.
953312	The prosecutor said the company knowingly underestimated to the U.S. Food and Drug Administration (FDA) the number of safety complaints involving the device.
284891	"""""""""""""""We're going to do everything in our power to get money back to ratepayers as quickly as possible,"""""""" Kennedy said."""""""
2898542	Officials said it will take lengthy testing to determine if all anthrax spores have been killed.
2320045	Fletcher said he expects to have the support of lawmakers from agricultural states, many of whom are on the committee.
345686	"""""""EDS said that it was """"""""responding to a subpoena and providing documents and information to the SEC""""""""."""""""
826455	It is not clear whether the apology was written on the orders of Mr Blair or at Mr Campbell's initiative.
1253180	The soldiers, from the 3rd Armored Cavalry, were hurt when their Humvee vehicle struck a mine in Hit.
35213	Several protesters were injured by a speeding police van that drove through the crowd.
864324	Vice President Dick Cheney and Mississippi Republican gubernatorial candidate Haley Barbour acknowledge the cheering crowd.
11190	Trailing Arsenal by eight points two months ago, United rallied from its worst start since 1989 with an unbeaten streak stretching back to Dec. 26.
285785	Deputies said the incident began at 9:40 a.m. when deputies received a phone call from a person requesting assistance regarding a domestic disturbance at 54346 Avenida Velasco.
148095	The Russell 2000 index, the barometer of smaller company stocks, fell 2.52 to 410.23.
3122257	In a mixture of ancient pagan and modern Christian rites, the villagers have staged a series of ceremonies hoping to erase the misfortunes they believe have kept them poor.
2854737	"""""""""""""""We put a lot of effort and energy into improving our patching process, probably later than we should have and now we're just gaining incredible speed."""""""
1788267	Shares of Halliburton fell 71 cents, or 3 percent, to close at $21.59 yesterday on the New York Stock Exchange.
1787481	He also recruited others to participate in the scheme by convincing them to receive fraudulently obtained merchandise he had ordered for himself.
290525	"""""""Goldman Sachs said: """"""""We believe this is the right decision for the company, for its employees and for its creditors."""""""""""""""
3176510	Allegiant shares rose $4, or $17.2 percent, to $27.43 in Thursday morning trading on the Nasdaq Stock Market.
2933867	Jim Williams, director of the US-VISIT project, said that by the middle of November, many arriving passengers in Atlanta will be fingerprinted and photographed.
1478535	Before it was removed, the site listed in broken English the rules for hackers who might participate.
3044424	"""""""In one scene from the film's final script, Reagan says of AIDS patients, """"""""They that live in sin shall die in sin."""""""""""""""
1347544	About 100 firefighters are in the bosque today, Albuquerque Fire Chief Robert Ortega said.
1361614	"""""""The pill, which they call the """"""""polypill,"""""""" would contain aspirin, a cholesterol-lowering drug, three blood pressure-lowering drugs at half the standard dose and folic acid."""""""
